char,deltaup,deltadown,downtime,uptime,char_index,user
r,0.3678586483001709,0.09536242485046387,4.045541286468506,4.14090371131897,13,person2
c,0.41481733322143555,0.09157824516296387,4.3687803745269775,4.460358619689941,14,person2
a,0.44535064697265625,0.1142427921295166,4.699888229370117,4.814131021499634,15,person2
s,0.35860133171081543,0.10796451568603516,4.9505250453948975,5.058489561080933,16,person2
e,0.4183928966522217,0.10791349411010742,5.261004447937012,5.368917942047119,17,person2
4,0,0.07864832878112793,0,0.07864832878112793,0,person2
w,0.5337421894073486,0.10101151466369629,0.43273067474365234,0.5337421894073486,1,person2
o,0.37284207344055176,0.09911823272705078,0.7064545154571533,0.8055727481842041,2,person2
r,0.4049701690673828,0.09499502182006836,1.0164296627044678,1.1114246845245361,3,person2
d,0.4388418197631836,0.11032700538635254,1.3449444770812988,1.4552714824676514,4,person2
s,0.4404163360595703,0.09184718132019043,1.6935136318206787,1.7853608131408691,5,person2
a,0.4228029251098633,0.12116789817810059,1.9951486587524414,2.116316556930542,6,person2
l,0.4213602542877197,0.09205055236816406,2.324458360671997,2.416508913040161,7,person2
l,0.3027210235595703,0.1062002182006836,2.520979166030884,2.6271793842315674,8,person2
l,0.3330216407775879,0.09839916229248047,2.755601644515991,2.8540008068084717,9,person2
o,0.34029698371887207,0.11189436912536621,2.984004259109497,3.0958986282348633,10,person2
w,0.33776330947875977,0.11499524116516113,3.2067723274230957,3.321767568588257,11,person2
e,0.3363206386566162,0.08171200752258301,3.461380958557129,3.543092966079712,12,person2
r,0.3420438766479492,0.08263516426086426,3.720789670944214,3.803424835205078,13,person2
c,0.47373461723327637,0.10822248458862305,4.086301803588867,4.19452428817749,14,person2
a,0.4276859760284424,0.11568307876586914,4.39830470085144,4.51448655128479,15,person2
s,0.36062192916870117,0.10287785530090332,4.656048774719238,4.758926630020142,16,person2
e,0.3396732807159424,0.0819849967956543,4.913737058639526,4.995722055435181,17,person2
4,0,0.08188772201538086,0,0.08188772201538086,0,person2
w,0.5793101787567139,0.1013498306274414,0.47796034812927246,0.5793101787567139,1,person2
o,0.3888852596282959,0.10652732849121094,0.7603182792663574,0.8668456077575684,2,person2
r,0.36102819442749023,0.07701420783996582,1.0443322658538818,1.1213464736938477,3,person2
d,0.3752446174621582,0.10051798820495605,1.319058895111084,1.41957688331604,4,person2
s,0.40203046798706055,0.09252214431762695,1.6285672187805176,1.7210893630981445,5,person2
a,0.3972926139831543,0.09225320816040039,1.9336066246032715,2.025859832763672,6,person2
l,0.4821131229400635,0.10784220695495605,2.307877540588379,2.415719747543335,7,person2
l,0.3504211902618408,0.12833905220031738,2.5299596786499023,2.6582987308502197,8,person2
l,0.3819153308868408,0.1100766658782959,2.8017983436584473,2.911875009536743,9,person2
o,0.38407206535339355,0.12106108665466309,3.0648093223571777,3.185870409011841,10,person2
w,0.3115651607513428,0.12529420852661133,3.251080274581909,3.3763744831085205,11,person2
e,0.3455071449279785,0.09228396415710449,3.504303455352783,3.5965874195098877,12,person2
r,0.334322452545166,0.09598255157470703,3.742643356323242,3.838625907897949,13,person2
c,0.439908504486084,0.10862588882446289,4.073925971984863,4.182551860809326,14,person2
a,0.48213791847229004,0.1322338581085205,4.423830032348633,4.556063890457153,15,person2
s,0.34810590744018555,0.0965871810913086,4.67534875869751,4.771935939788818,16,person2
e,0.4999668598175049,0.09431290626525879,5.081002712249756,5.175315618515015,17,person2
4,0,0.0994727611541748,0,0.0994727611541748,0,person2
w,1.0745046138763428,0.11131691932678223,0.9631876945495605,1.0745046138763428,1,person2
o,0.39855480194091797,0.09860110282897949,1.263141393661499,1.3617424964904785,2,person2
r,0.37124204635620117,0.10525345802307129,1.529129981994629,1.6343834400177002,3,person2
d,0.3817179203033447,0.08549356460571289,1.8253543376922607,1.9108479022979736,4,person2
s,0.4625234603881836,0.1116781234741211,2.1761996746063232,2.2878777980804443,5,person2
a,0.4969956874847412,0.09132218360900879,2.5818731784820557,2.6731953620910645,6,person2
l,0.5248420238494873,0.09654498100280762,3.0101702213287354,3.106715202331543,7,person2
l,0.34648609161376953,0.08931398391723633,3.2673423290252686,3.356656312942505,8,person2
l,0.4129915237426758,0.09847331047058105,3.5818605422973633,3.6803338527679443,9,person2
o,0.35478878021240234,0.09603667259216309,3.8406126499176025,3.9366493225097656,10,person2
w,0.3935990333557129,0.13288092613220215,4.101330757141113,4.234211683273315,11,person2
e,0.42394089698791504,0.12178540229797363,4.403486251831055,4.525271654129028,12,person2
r,0.3688359260559082,0.11759185791015625,4.654730319976807,4.772322177886963,13,person2
c,0.4142909049987793,0.09469032287597656,4.974330902099609,5.069021224975586,14,person2
a,0.555760383605957,0.1024012565612793,5.427690029144287,5.530091285705566,15,person2
s,0.36065030097961426,0.10740971565246582,5.6809306144714355,5.788340330123901,16,person2
e,0.40433526039123535,0.11623167991638184,5.969034194946289,6.085265874862671,17,person2
4,0,0.10069441795349121,0,0.10069441795349121,0,person2
w,0.7802436351776123,0.10852551460266113,0.6717181205749512,0.7802436351776123,1,person2
o,0.47434091567993164,0.10814046859741211,1.0379185676574707,1.1460590362548828,2,person2
r,0.3873133659362793,0.0883491039276123,1.3368828296661377,1.42523193359375,3,person2
d,0.4115173816680908,0.10518646240234375,1.6432137489318848,1.7484002113342285,4,person2
s,0.3935842514038086,0.09353041648864746,1.943267583847046,2.0367980003356934,5,person2
a,0.42135143280029297,0.0884237289428711,2.2761952877044678,2.364619016647339,6,person2
l,0.5568687915802002,0.08492016792297363,2.7481439113616943,2.833064079284668,7,person2
l,1.0432014465332031,0.09459877014160156,3.696746587753296,3.7913453578948975,8,person2
l,0.7566511631011963,0.07545900344848633,4.377938747406006,4.453397750854492,9,person2
o,0.36272287368774414,0.08487963676452637,4.655781984329224,4.74066162109375,10,person2
w,0.3503427505493164,0.09682559967041016,4.90929913520813,5.00612473487854,11,person2
e,0.375842809677124,0.11512017250061035,5.1700217723846436,5.285141944885254,12,person2
r,0.35109972953796387,0.10446667671203613,5.416654825210571,5.521121501922607,13,person2
c,0.4253840446472168,0.09157490730285645,5.750463962554932,5.842038869857788,14,person2
a,0.5091321468353271,0.09860110282897949,6.160995006561279,6.259596109390259,15,person2
s,0.3728647232055664,0.11828279495239258,6.415576934814453,6.533859729766846,16,person2
e,0.41057395935058594,0.12506771087646484,6.701083183288574,6.826150894165039,17,person2
4,0,0.10240626335144043,0,0.10240626335144043,0,person2
w,0.6156830787658691,0.10798954963684082,0.5076935291290283,0.6156830787658691,1,person2
o,0.5258793830871582,0.09824681282043457,0.935326099395752,1.0335729122161865,2,person2
r,0.33869028091430664,0.08901786804199219,1.1849985122680664,1.2740163803100586,3,person2
d,0.4054532051086426,0.09181499481201172,1.4986367225646973,1.590451717376709,4,person2
s,0.35350537300109863,0.08473563194274902,1.7674064636230469,1.852142095565796,5,person2
a,0.3925032615661621,0.07476115226745605,2.085148572921753,2.159909725189209,6,person2
l,0.5593838691711426,0.10860657691955566,2.53592586517334,2.6445324420928955,7,person2
l,0.3432576656341553,0.10068726539611816,2.778496265411377,2.879183530807495,8,person2
l,0.35738229751586914,0.07211852073669434,3.0637600421905518,3.135878562927246,9,person2
o,0.303119421005249,0.09305906295776367,3.273820400238037,3.366879463195801,10,person2
w,0.330521821975708,0.0915226936340332,3.512819528579712,3.604342222213745,11,person2
e,0.3506467342376709,0.10670733451843262,3.75675892829895,3.863466262817383,12,person2
r,0.3570125102996826,0.0983726978302002,4.015398740768433,4.113771438598633,13,person2
c,0.9900870323181152,0.09863495826721191,4.906850814819336,5.005485773086548,14,person2
a,0.5665340423583984,0.0883491039276123,5.385035753250122,5.473384857177734,15,person2
s,0.37610435485839844,0.10622358322143555,5.654916524887085,5.7611401081085205,16,person2
e,0.41176724433898926,0.11204695701599121,5.954636812210083,6.066683769226074,17,person2
4,0,0.07932853698730469,0,0.0794382095336914,0,rishin
w,0.2981393337249756,0.09840059280395508,0.1997387409210205,0.2981393337249756,1,rishin
o,0.22785091400146484,0.13240981101989746,0.2951798439025879,0.42758965492248535,2,rishin
r,0.15578746795654297,0.055739641189575195,0.39522767066955566,0.45096731185913086,3,rishin
d,0.22366714477539062,0.07335972785949707,0.5455350875854492,0.6188948154449463,4,rishin
s,0.1744387149810791,0.1045525074005127,0.6154212951660156,0.7199738025665283,5,rishin
a,0.9484615325927734,0.10944366455078125,1.4544391632080078,1.563882827758789,6,rishin
l,0.16650032997131348,0.07596707344055176,1.5449724197387695,1.6209394931793213,7,rishin
l,0.23865890502929688,0.09516429901123047,1.688467025756836,1.7836313247680664,8,rishin
l,0.23242998123168945,0.057915449142456055,1.8629815578460693,1.9208970069885254,9,rishin
o,0.25300145149230957,0.10639572143554688,2.009587287902832,2.115983009338379,10,rishin
w,0.2519094944000244,0.16411161422729492,2.0973851680755615,2.2614967823028564,11,rishin
e,0.23000502586364746,0.09268021583557129,2.2347099781036377,2.327390193939209,12,rishin
r,0.23254013061523438,0.06319785118103027,2.404052257537842,2.467250108718872,13,rishin
c,0.26163673400878906,0.038596391677856445,2.6270925998687744,2.665688991546631,14,rishin
a,0.1933434009552002,0.09545350074768066,2.724982500076294,2.8204360008239746,15,rishin
s,0.16294264793395996,0.08383965492248535,2.8040854930877686,2.887925148010254,16,rishin
e,0.2572793960571289,0.08026552200317383,2.9810993671417236,3.0613648891448975,17,rishin
4,0,0.1003272533416748,0,0.1003272533416748,0,rishin
w,0.5284609794616699,0.0859992504119873,0.4424617290496826,0.5284609794616699,1,rishin
o,0.21524739265441895,0.1185305118560791,0.5391786098480225,0.6577091217041016,2,rishin
r,0.15801668167114258,0.062342166900634766,0.6348531246185303,0.697195291519165,3,rishin
d,0.24088525772094727,0.07692551612854004,0.7988128662109375,0.8757383823394775,4,rishin
s,0.19024324417114258,0.10584902763366699,0.8832070827484131,0.9890561103820801,5,rishin
a,0.7677412033081055,0.10152578353881836,1.5494225025177002,1.6509482860565186,6,rishin
l,0.23215770721435547,0.08494210243225098,1.6966381072998047,1.7815802097320557,7,rishin
l,0.2622551918029785,0.08733487129211426,1.871558427810669,1.9588932991027832,8,rishin
l,0.416473388671875,0.07207727432250977,2.215954542160034,2.288031816482544,9,rishin
o,0.25054287910461426,0.09189844131469727,2.374598979949951,2.4664974212646484,10,rishin
w,0.20131516456604004,0.1320052146911621,2.443908929824829,2.575914144515991,11,rishin
e,0.18463873863220215,0.09293270111083984,2.5356149673461914,2.6285476684570312,12,rishin
r,0.22052812576293945,0.049269914627075195,2.7068731784820557,2.756143093109131,13,rishin
c,0.33412981033325195,0.07163643836975098,2.9693665504455566,3.0410029888153076,14,rishin
a,0.2358386516571045,0.08478426933288574,3.1204209327697754,3.205205202102661,15,rishin
s,0.15608596801757812,0.08671212196350098,3.1897947788238525,3.2765069007873535,16,rishin
e,0.26127099990844727,0.07285404205322266,3.378211736679077,3.4510657787323,17,rishin
4,0,0.07843661308288574,0,0.07843661308288574,0,rishin
w,0.40546274185180664,0.11785459518432617,0.28760814666748047,0.40546274185180664,1,rishin
o,0.4013979434967041,0.0853269100189209,0.6036791801452637,0.6890060901641846,2,rishin
r,0.11838865280151367,0.05245685577392578,0.6696109771728516,0.7220678329467773,3,rishin
d,0.23792099952697754,0.07536125183105469,0.8321707248687744,0.9075319766998291,4,rishin
s,0.17668914794921875,0.09123635292053223,0.9176235198974609,1.0088598728179932,5,rishin
a,0.36724328994750977,0.10784292221069336,1.1770238876342773,1.2848668098449707,6,rishin
l,0.1750202178955078,0.06221318244934082,1.2898309230804443,1.3520441055297852,7,rishin
l,0.21779417991638184,0.08296680450439453,1.4246582984924316,1.5076251029968262,8,rishin
l,0.2838783264160156,0.0654442310333252,1.643092393875122,1.7085366249084473,9,rishin
o,0.2868826389312744,0.11629581451416016,1.8136792182922363,1.9299750328063965,10,rishin
w,0.2676420211791992,0.07978963851928711,2.0015316009521484,2.0813212394714355,11,rishin
e,0.2680220603942871,0.09483957290649414,2.1747140884399414,2.2695536613464355,12,rishin
r,0.15444517135620117,0.07872366905212402,2.2504355907440186,2.3291592597961426,13,rishin
c,0.33957457542419434,0.08239126205444336,2.5076189041137695,2.590010166168213,14,rishin
a,0.21405792236328125,0.09258794784545898,2.629088878631592,2.721676826477051,15,rishin
s,0.16483092308044434,0.08577680587768555,2.7081429958343506,2.793919801712036,16,rishin
e,0.23739075660705566,0.05239391326904297,2.8931398391723633,2.9455337524414062,17,rishin
4,0,0.08182668685913086,0,0.08182668685913086,0,rishin
w,0.3531525135040283,0.09799385070800781,0.2551586627960205,0.3531525135040283,1,rishin
o,0.2166764736175537,0.12460112571716309,0.34723401069641113,0.4718351364135742,2,rishin
r,0.1840529441833496,0.07190203666687012,0.4593849182128906,0.5312869548797607,3,rishin
d,0.24988198280334473,0.07300162315368652,0.6362652778625488,0.7092669010162354,4,rishin
s,0.1793961524963379,0.068878173828125,0.7467832565307617,0.8156614303588867,5,rishin
a,0.2683851718902588,0.09207487106323242,0.9230935573577881,1.0151684284210205,6,rishin
l,0.21375060081481934,0.08055520057678223,1.0562889575958252,1.1368441581726074,7,rishin
l,0.2556753158569336,0.10184431076049805,1.2101199626922607,1.3119642734527588,8,rishin
l,0.26810312271118164,0.058826446533203125,1.4193966388702393,1.4782230854034424,9,rishin
o,0.26874756813049316,0.10447454452514648,1.583669662475586,1.6881442070007324,10,rishin
w,0.1711864471435547,0.08215856552124023,1.6726975440979004,1.7548561096191406,11,rishin
e,0.2700486183166504,0.10167527198791504,1.8405768871307373,1.9427461624145508,12,rishin
r,0.16129708290100098,0.07518148422241211,1.9271864891052246,2.0023679733276367,13,rishin
c,0.36003899574279785,0.07878875732421875,2.2084367275238037,2.2872254848480225,14,rishin
a,0.20682883262634277,0.07957100868225098,2.3356945514678955,2.4152655601501465,15,rishin
s,0.16104865074157715,0.09204363822937012,2.4046995639801025,2.4967432022094727,16,rishin
e,0.2911689281463623,0.0796198844909668,2.616248607635498,2.695868492126465,17,rishin
4,0,0.099945068359375,0,0.099945068359375,0,rishin
w,0.5143642425537109,0.07562255859375,0.43874168395996094,0.5143642425537109,1,rishin
o,0.22469282150268555,0.10810303688049316,0.5553314685821533,0.6634345054626465,2,rishin
r,0.14090943336486816,0.062004804611206055,0.6342360973358154,0.6962409019470215,3,rishin
d,0.24603271484375,0.07599997520446777,0.8042688369750977,0.8802688121795654,4,rishin
s,0.18394088745117188,0.10131669044494629,0.8868930339813232,0.9882097244262695,5,rishin
a,0.3587808609008789,0.10082030296325684,1.1448535919189453,1.2456738948822021,6,rishin
l,0.1795032024383545,0.06975555419921875,1.254601240158081,1.3243567943572998,7,rishin
l,0.2678372859954834,0.11483526229858398,1.4076032638549805,1.5224385261535645,8,rishin
l,0.28403162956237793,0.07983708381652832,1.61179780960083,1.6916348934173584,9,rishin
o,0.2728271484375,0.10005784034729004,1.78456711769104,1.88462495803833,10,rishin
w,0.23728036880493164,0.1411890983581543,1.8806583881378174,2.0218474864959717,11,rishin
e,0.24396300315856934,0.15825152397155762,1.966369867324829,2.1246213912963867,12,rishin
r,0.3759613037109375,0.06856155395507812,2.2737696170806885,2.3423311710357666,13,rishin
c,0.538663387298584,0.0712747573852539,2.7411582469940186,2.8124330043792725,14,rishin
a,0.20160961151123047,0.07924222946166992,2.863525629043579,2.942767858505249,15,rishin
s,0.13740205764770508,0.08190560340881348,2.9190220832824707,3.001371145248413,16,rishin
e,0.2532060146331787,0.07531380653381348,3.096914291381836,3.1722280979156494,17,rishin
4,0,0.10063385963439941,0,0.10063385963439941,0,rishin
w,0.4313497543334961,0.09531307220458984,0.33603668212890625,0.4313497543334961,1,rishin
o,0.2702484130859375,0.10471010208129883,0.5015749931335449,0.6062850952148438,2,rishin
r,0.17708587646484375,0.07535529136657715,0.6033055782318115,0.6786608695983887,3,rishin
d,0.264923095703125,0.08568310737609863,0.7825455665588379,0.8682286739349365,4,rishin
s,0.2161998748779297,0.11188912391662598,0.8868563175201416,0.9987454414367676,5,rishin
a,0.6972682476043701,0.06527900695800781,1.518845558166504,1.5841245651245117,6,rishin
l,0.1746056079864502,0.06135272979736328,1.6320984363555908,1.693451166152954,7,rishin
l,0.22739839553833008,0.0821080207824707,1.7773888111114502,1.859496831893921,8,rishin
l,0.2557077407836914,0.062331199645996094,1.9707653522491455,2.0330965518951416,9,rishin
o,0.2320997714996338,0.0881049633026123,2.114760160446167,2.2028651237487793,10,rishin
w,0.22048425674438477,0.12943649291992188,2.20580792427063,2.3352444171905518,11,rishin
e,0.16535496711730957,0.08812665939331055,2.283036231994629,2.3711628913879395,12,rishin
r,0.24300193786621094,0.07306289672851562,2.452975273132324,2.52603816986084,13,rishin
c,0.3134651184082031,0.06820416450500488,2.6982362270355225,2.7664403915405273,14,rishin
a,0.19733405113220215,0.09814691543579102,2.7974233627319336,2.8955702781677246,15,rishin
s,0.16753506660461426,0.09220600128173828,2.8727524280548096,2.964958429336548,16,rishin
e,0.23381423950195312,0.06562995910644531,3.0409367084503174,3.1065666675567627,17,rishin
4,0,0.08864641189575195,0,0.08864641189575195,0,rishin
w,0.35584163665771484,0.08765482902526855,0.2681868076324463,0.35584163665771484,1,rishin
o,0.20723509788513184,0.1170661449432373,0.35831665992736816,0.4754219055175781,2,rishin
r,0.18710851669311523,0.06756210327148438,0.4779021739959717,0.545464277267456,3,rishin
d,0.24722814559936523,0.07236576080322266,0.6527645587921143,0.7251303195953369,4,rishin
s,0.1729879379272461,0.10657501220703125,0.7191774845123291,0.8257524967193604,5,rishin
a,0.5266246795654297,0.07525110244750977,1.170551061630249,1.2458021640777588,6,rishin
l,0.1780080795288086,0.06963443756103516,1.2789247035980225,1.3485591411590576,7,rishin
l,0.2424311637878418,0.08924055099487305,1.4321153163909912,1.5213558673858643,8,rishin
l,0.23519182205200195,0.0619816780090332,1.60532546043396,1.6673071384429932,9,rishin
o,0.23478055000305176,0.08505487442016602,1.7550511360168457,1.8401060104370117,10,rishin
w,0.16876792907714844,0.11581039428710938,1.8080086708068848,1.9238190650939941,11,rishin
e,0.16521096229553223,0.08245158195495605,1.890768051147461,1.973219633102417,12,rishin
r,0.21345806121826172,0.06253552436828613,2.0416905879974365,2.1042261123657227,13,rishin
c,0.27165699005126953,0.0592496395111084,2.2540979385375977,2.313347578048706,14,rishin
a,0.19887876510620117,0.11137628555297852,2.3416004180908203,2.452976703643799,15,rishin
s,0.1805720329284668,0.09476494789123535,2.4274075031280518,2.522172451019287,16,rishin
e,0.3971555233001709,0.09199953079223633,2.7325634956359863,2.8245630264282227,17,rishin
4,0,0.11587214469909668,0,0.11587214469909668,0,rishin
w,0.4052276611328125,0.11623239517211914,0.28899526596069336,0.4052276611328125,1,rishin
o,0.36249876022338867,0.10812091827392578,0.5433731079101562,0.651494026184082,2,rishin
r,0.14104437828063965,0.04869365692138672,0.6357238292694092,0.6844174861907959,3,rishin
d,0.25014781951904297,0.09270691871643066,0.7931647300720215,0.8858716487884521,4,rishin
s,0.20875334739685059,0.09543848037719727,0.9064795970916748,1.001918077468872,5,rishin
a,0.3260483741760254,0.11822009086608887,1.1143078804016113,1.2325279712677002,6,rishin
l,0.17758417129516602,0.0692744255065918,1.2226176261901855,1.2918920516967773,7,rishin
l,0.2551395893096924,0.09515690803527832,1.3826003074645996,1.477757215499878,8,rishin
l,0.26610493659973145,0.05579257011413574,1.5929126739501953,1.648705244064331,9,rishin
o,0.24761438369750977,0.10118365287780762,1.7393434047698975,1.840527057647705,10,rishin
w,0.1583092212677002,0.11320137977600098,1.7844512462615967,1.8976526260375977,11,rishin
e,0.14287185668945312,0.07583475112915039,1.8514883518218994,1.9273231029510498,12,rishin
r,0.20999956130981445,0.05880093574523926,2.0026869773864746,2.061487913131714,13,rishin
c,0.2991960048675537,0.07219409942626953,2.229688882827759,2.3018829822540283,14,rishin
a,0.23205184936523438,0.11176776885986328,2.34997296333313,2.461740732192993,15,rishin
s,0.26307201385498047,0.13461089134216309,2.4784340858459473,2.6130449771881104,16,rishin
e,0.32406163215637207,0.07572650909423828,2.726769208908081,2.8024957180023193,17,rishin
4,0,0.0975029468536377,0,0.0975029468536377,0,rishin
w,0.37685632705688477,0.09863853454589844,0.27821779251098633,0.37685632705688477,1,rishin
o,0.2673830986022949,0.03972768783569336,0.5058732032775879,0.5456008911132812,2,rishin
r,0.38840222358703613,0.06531691551208496,0.8289585113525391,0.894275426864624,3,rishin
d,0.29291868209838867,0.10313057899475098,1.0187466144561768,1.1218771934509277,4,rishin
s,0.23702096939086914,0.10584402084350586,1.14992356300354,1.255767583847046,5,rishin
a,0.3304316997528076,0.0936441421508789,1.3867111206054688,1.4803552627563477,6,rishin
l,0.1616818904876709,0.055968523025512695,1.492424488067627,1.5483930110931396,7,rishin
l,0.23250985145568848,0.08786821365356445,1.637066125869751,1.7249343395233154,8,rishin
l,0.2642815113067627,0.08674049377441406,1.8146071434020996,1.9013476371765137,9,rishin
o,0.29632019996643066,0.10204410552978516,2.008883237838745,2.1109273433685303,10,rishin
w,0.2245340347290039,0.11954760551452637,2.1138696670532227,2.233417272567749,11,rishin
e,0.1656508445739746,0.0887446403503418,2.1907758712768555,2.2795205116271973,12,rishin
r,0.2179722785949707,0.07232522964477539,2.336422920227051,2.408748149871826,13,rishin
c,0.2767977714538574,0.05849146842956543,2.5547292232513428,2.613220691680908,14,rishin
a,0.19927525520324707,0.13185620307922363,2.622148275375366,2.75400447845459,15,rishin
s,0.2136058807373047,0.08508563041687012,2.750668525695801,2.835754156112671,16,rishin
e,0.24212241172790527,0.07499265670776367,2.9177982807159424,2.992790937423706,17,rishin
4,0,0.07862353324890137,0,0.07862353324890137,0,rishin
w,0.3083634376525879,0.08298277854919434,0.22538065910339355,0.3083634376525879,1,rishin
o,0.24359512329101562,0.0226898193359375,0.4462859630584717,0.4689757823944092,2,rishin
r,0.3999669551849365,0.09306073188781738,0.7531921863555908,0.8462529182434082,3,rishin
d,0.31418323516845703,0.09829950332641602,0.9690759181976318,1.0673754215240479,4,rishin
s,0.22249054908752441,0.0984957218170166,1.0930707454681396,1.1915664672851562,5,rishin
a,0.237105131149292,0.10852956771850586,1.2216463088989258,1.3301758766174316,6,rishin
l,1.1603801250457764,0.09310102462768555,2.2889254093170166,2.382026433944702,7,rishin
l,0.2777397632598877,0.10874438285827637,2.457920789718628,2.5666651725769043,8,rishin
l,0.9651587009429932,0.07247495651245117,3.35060453414917,3.423079490661621,9,rishin
o,0.24551987648010254,0.08677196502685547,3.509352445602417,3.5961244106292725,10,rishin
w,0.19903302192687988,0.10085296630859375,3.607532501220703,3.708385467529297,11,rishin
e,0.15989208221435547,0.09144067764282227,3.6759839057922363,3.7674245834350586,12,rishin
r,0.2822408676147461,0.09277200698852539,3.865452766418457,3.9582247734069824,13,rishin
c,0.3586082458496094,0.0823369026184082,4.141724109649658,4.224061012268066,14,rishin
a,0.19985365867614746,0.11299300193786621,4.2285847663879395,4.341577768325806,15,rishin
s,0.18924546241760254,0.10579609870910645,4.3120341300964355,4.417830228805542,16,rishin
e,0.27310872077941895,0.1003873348236084,4.484755516052246,4.5851428508758545,17,rishin
4,0,0.09525179862976074,0,0.09525179862976074,0,rishin
w,1.0179824829101562,0.0941624641418457,0.9238200187683105,1.0179824829101562,1,rishin
o,0.26198554039001465,0.11253809928894043,1.0732674598693848,1.1858055591583252,2,rishin
r,0.11550712585449219,0.0697324275970459,1.119042158126831,1.188774585723877,3,rishin
d,0.25275754928588867,0.09282088279724121,1.2789788246154785,1.3717997074127197,4,rishin
s,0.18908262252807617,0.09947443008422852,1.3685870170593262,1.4680614471435547,5,rishin
a,0.26520729064941406,0.10558342933654785,1.5282108783721924,1.6337943077087402,6,rishin
l,0.20747756958007812,0.06844115257263184,1.6672472953796387,1.7356884479522705,7,rishin
l,0.21432113647460938,0.07906532287597656,1.8025031089782715,1.881568431854248,8,rishin
l,0.4336714744567871,0.08889126777648926,2.1472833156585693,2.2361745834350586,9,rishin
o,0.2567312717437744,0.08413386344909668,2.319880723953247,2.4040145874023438,10,rishin
w,0.18085026741027832,0.11888670921325684,2.3818442821502686,2.5007309913635254,11,rishin
e,0.1518993377685547,0.0794830322265625,2.4542605876922607,2.5337436199188232,12,rishin
r,0.2169806957244873,0.07561182975769043,2.5956294536590576,2.671241283416748,13,rishin
c,0.4614260196685791,0.09805655479431152,2.958998918533325,3.0570554733276367,14,rishin
a,0.3264620304107666,0.11804842948913574,3.167412519454956,3.285460948944092,15,rishin
s,0.20340609550476074,0.10150289535522461,3.269315719604492,3.370818614959717,16,rishin
e,0.2635936737060547,0.09205269813537598,3.440856695175171,3.532909393310547,17,rishin
4,0,0.08491802215576172,0,0.08491802215576172,0,rishin
w,0.4321911334991455,0.10203313827514648,0.330157995223999,0.4321911334991455,1,rishin
o,0.218184232711792,0.09921741485595703,0.449124813079834,0.548342227935791,2,rishin
r,0.11867284774780273,0.08202600479125977,0.48577165603637695,0.5677976608276367,3,rishin
d,0.2705531120300293,0.08818292617797852,0.6681418418884277,0.7563247680664062,4,rishin
s,0.18403959274291992,0.10802912712097168,0.744152307510376,0.8521814346313477,5,rishin
a,0.42836761474609375,0.07202959060668945,1.1004903316497803,1.1725199222564697,6,rishin
l,0.15967631340026855,0.059435367584228516,1.2007312774658203,1.2601666450500488,7,rishin
l,0.21422410011291504,0.09285664558410645,1.322098731994629,1.4149553775787354,8,rishin
l,0.4248957633972168,0.07980465888977051,1.6671898365020752,1.7469944953918457,9,rishin
o,0.29842066764831543,0.11062955856323242,1.8549809455871582,1.9656105041503906,10,rishin
w,0.2503054141998291,0.14864039421081543,1.9566459655761719,2.1052863597869873,11,rishin
e,0.20553326606750488,0.1162564754486084,2.0459227561950684,2.1621792316436768,12,rishin
r,0.3073599338531494,0.07573461532592773,2.27754807472229,2.3532826900482178,13,rishin
c,0.42991042137145996,0.07555198669433594,2.631906509399414,2.70745849609375,14,rishin
a,0.18477582931518555,0.08316421508789062,2.733518123626709,2.8166823387145996,15,rishin
s,0.13176846504211426,0.07554268836975098,2.7897439002990723,2.8652865886688232,16,rishin
e,0.23801255226135254,0.08149099349975586,2.946265459060669,3.027756452560425,17,rishin
4,0,0.08838820457458496,0,0.08838820457458496,0,jamesf
w,1.0458455085754395,0.13781523704528809,0.9080302715301514,1.0458455085754395,1,jamesf
o,0.20699119567871094,0.10814166069030762,1.0068798065185547,1.1150214672088623,2,jamesf
r,0.16462492942810059,0.052019357681274414,1.1194853782653809,1.1715047359466553,3,jamesf
d,0.30760979652404785,0.12184762954711914,1.3052475452423096,1.4275903701782227,4,jamesf
s,0.1914982795715332,0.13082051277160645,1.3659253120422363,1.4967458248138428,5,jamesf
a,0.5589015483856201,0.08481860160827637,1.84000825881958,1.9248268604278564,6,jamesf
l,0.19586682319641113,0.07206511497497559,1.9638099670410156,2.0359203815460205,7,jamesf
l,0.22408437728881836,0.08153176307678223,2.1063625812530518,2.187894344329834,8,jamesf
l,0.34019041061401367,0.08819794654846191,2.3583550453186035,2.4465529918670654,9,jamesf
o,0.2954118251800537,0.10809636116027832,2.545670509338379,2.6537668704986572,10,jamesf
w,0.2336277961730957,0.1511998176574707,2.628098487854004,2.7792983055114746,11,jamesf
e,0.2263188362121582,0.13747239112854004,2.716944932937622,2.854417324066162,12,jamesf
r,0.2001495361328125,0.11068916320800781,2.8064053058624268,2.9170944690704346,13,jamesf
c,0.5114343166351318,0.14438509941101074,3.173454523086548,3.3178396224975586,14,jamesf
a,0.2405698299407959,0.13866519927978516,3.2753591537475586,3.4140243530273438,15,jamesf
s,0.27152109146118164,0.19107365608215332,3.355806589126587,3.5468802452087402,16,jamesf
e,0.3100168704986572,0.1685929298400879,3.4972305297851562,3.6663177013397217,17,jamesf
4,0,0.13705849647521973,0,0.13705849647521973,0,jamesf
w,0.403353214263916,0.09176397323608398,0.31158924102783203,0.403353214263916,1,jamesf
